***8月27日（木）「警察は間違えちゃったんだ道を、後悔させてやろうぜ」&co(){by まる}
#region(開く,open)
#size(80%){#table_style(head=#e6e6fa:center,hover=#ffffeb){}
#table_filter(){時刻=show,関連=show,出来事=show,詳細=hide,備考=hide,動画=hide}
//
|~時刻|~関連|~出来事|~詳細|~備考|~動画|h
|21:22|警察|&bold(){真島が皇帝にぱちおとの秘密の共有を暴露&告発相談}|・種を持っている人を見つけるのは死ぬほど難しいのに、ぱちおが種を持っている人を確定させた&br()・「種」というワードを出すのをNGとしている今、ぱちおがその市民に出していたら情報漏洩に当たる&br()・ぱちおに市民本人が相談した可能性もあるが、誰にも言わないでと言われた&br()&br()・（皇帝）市民の為に一致団結してやろうとしているのに共有できないのは違和感がある&br()・キャップも漏洩していたらダメだと言っていた&br()・&bold(){取り繕えないように個人で話すのではなく会議の議題に上げることにする}&br()・なんで真島に言ったのか？――安心して欲しいと言われた&br()・帆立に対して情報漏洩はしないと約束している。ぱちおの漏洩によって帆立の身が危険になる。&br()・警察が市民に対して約束を守れていないと見える&br()・我々は帆立に「種」というワードを使った捜査はしない、&br()&space(3)警察から漏れることはないと言っている以上、漏洩があった場合クビ。&br()・真島の信念を貫くために追及する&br()&br()・命田隊長が病院外で聞き取り調査をしている&br()・救急にそこまでは頼んでいない。救急隊が情報を持っていると思われる&br()・救急隊の上官だけでなく、全員に種の件を伝え、足並みを揃えてもらう&br()・メカニックSTATEで無馬起床に気付く&br()・告発になるため、ぱちおからの信頼を失う。&br()&space(3)真島「守ってくださいね！」&br()&space(3)皇帝「それは守るだろ、かわいいかわいい帝国署の数少ない残された1人なんだから！」|※この街にパワーハラスメント防止措置義務はない||
|21:28|すずり|📞すずりが無馬に質問と報告|・途中で中断したらダメらしい&br()・20個収穫しました&br()・お花は10個で大丈夫、多ければ多いほど素敵なものになるらしい&br()・誰にも言っていない&br()・警察（斎藤、皇帝）、救急隊、ヨシャパテから何か貰わなかったか探られた&br()・絵日記を書いた|||
|21:27|けんつ|&bold(){けんつが無馬に「花」7つを納品}|・種は増えなかった&br()・警察から遠回しに探られた&br()・加藤から無馬の件どうなったと聞かれ、「収穫した」と伝え、白の種を持っている風に話した&br()・ゲームマスターは無馬しかいないらしい&br()・無馬に栽培中の写真を送り、報告&br()・乗り続けることを選択&br()・白か黒かの立場はどっちでもいいらしい&br()・ギャングに誘われていたが、すずりが救急隊志望であるために、白を選んだ&br()・カプ厨に探られる。チューはしてない。無馬「早くしてよ～」&br()・手をつなぐ方法を模索している&br()・お泊りはした&br()&br()・3時間まで待つとどうなるのか気になる&br()&br()けんつ「ゲーム楽しんでますよ」無馬「今君たちはゲームの入り口に立っているから、まだまだ深いよ」|||
|21:40|警察|ぱちおについて斎藤から情報共有|・クリティカルな情報を持っていると斎藤がキャップに連れられてきた&br()・キャップ「情報漏洩を確定でしていると確信が付いた」&br()&br()・斎藤にぱちおが1人種持ちを見つけたこと、真島だけにと口止めされたこと、情報漏洩の疑いがあることを伝える&br()&br()・斎藤がぱちおに対して持った違和感を報告&br()・街雄がTwiXに鉢植えの投稿をした時に、ぱちおから斎藤に事情聴取をするように指示があった。&br()&space(3)真島・皇帝「なんでブロッコリーに？」&br()・斎藤以外にも警察はいた。斎藤自身もなぜ自分に？と違和感を覚えた。&br()・電話越しの声が誘導しているような声色だった。&br()・さっき昨日の情報共有をしたら、けんつを疑い、木を隠すなら森の中理論を言われた。&br()・ぱちおはまると仲が良いため、探るならぱち先がいいんじゃないときいた。&br()&space(3)色々訊いてるけど、そういう情報はないといっていた。&br()・まるは最近北にいる。そういう共有あったよねと言われたが、ない。（救急からあった）&br()&br()・斎藤にも今日の会議でぱちおへの追及に協力してもらう&br()・なぜ真島だけに言って他の人に内緒にして欲しいと言ったのか&br()・自分で説得するから他の署員にその子に触れないで欲しいのなら、名前を言ってもらった方がいい&br()&br()・真島「うちめっちゃ嫌われるんだろうなぁ」斎藤「一緒に嫌われようぜ」&br()&space(3)真島「でも、だって、許せなかったよ、情報漏洩っていう部分では」&br()&space(3)「また警察は信用できない組織とか（言われる）、一番嫌いなんですよ市民から言われる言葉で」&br()・「ブロ先が舐められてるのも嫌」&br()・ぱち先は私の事を全然知らないんだなって思った。断罪する女なのに|※ ぱちおは斎藤を優秀だと信用しているから頼んだ||
|21:47|デヤンス🌱|🌱&bold(){デヤンスが紫の種の植物を枯らした}|・日を跨いだ植物は枯れてしまい、処分しかできなかった|||
|21:48|まる|&bold(){まるが無馬に「産みました、2人で」と報告して困惑させる}|「ぱちおと産みました」&br()・恋人ではないぱちおと産みました、どうかご認知を&br()・お花のお子さんは21個生まれた　無馬「大豊作でワロタ」&br()・辞めるか選択肢をあたえられ、もう少し増やしたいと継続&br()&br()・イチカにペロったことを報告。直接聞きに来てお手を煩わせると思うと伝える&br()&br()・黒をやる理由がないから白市民をやっていると伝える&br()・まるが警察に疑われている捜査情報を伝える&br()・無馬「だいぶぱちおさんやってない？」&br()・他の警察官には内緒にしてくれると約束してくれた&br()・ぱちおとは仲良くしてくれるらしい&br()・花は1個だけ貰えることになった&br()・1人じゃ難しかった&br()・育てることによる利点をいつか用意してくれるらしい|||
|21:56|無馬|📞無馬がぱちおを呼び出す|・ぱ・ち・おさんっ、お話しませんか？&br()・退勤して来るように呼び出す|||
|21:58|デヤンス|📞デヤンスが無馬に枯らしたと報告|・瞑想を挟むとダメみたいでやんすね～&br()・セカンドチャンスを貰う&br()・今日中に種を貰えることになった|||
|22:02|ぱちお|📞ぱちおがえびすに無馬に呼び出されたと報告|・無馬から退勤して来るように連絡があったとえびすにだけに連絡する&br()・他の警察について来られないよう、無馬の信頼を得るために他の警察には言わないように&br()・戻ったら共有する&br()・なにかあった時に警察に共有してくれ|||
|22:03|まる|ぱちおの車に無馬が乗って行くのを目撃|・見ちゃった！！ぱちおごめん、でも巻き込んだ方がおもろいと思って…|||
|~|小峯|ぱちおの車に無馬が乗って行くのを目撃|・ぱちお？！またいろいろやってんねぇ&br()・尾行されてるかもと無馬に連絡を入れる。|||
|~|無馬|無馬がぱちおと話す|・認知しました！娘の父親として、まず最初に言いたいのはありがとう&br()・警察に共有していないのか&br()&space(3)――警察に共有している部分としていない部分がある&br()&space(3)――種を持っている人を知っているとは共有したが、まるとは伝えていない&br()・警察の内部情報をまるに漏洩している事についての考え&br()&space(3)――その部分は僕は間違った警察官である。&br()&space(3)――警察の立場を利用して汚職にならない範囲で守りたいものを守れればいい&br()・真面目ないい警察官なんだと思っていた&br()&space(3)――そういう風に思ってもらえるように、こういうことがあった時に有利になるようにしていた&br()・僕がこの話を警察に話して問題になるような話し方をするのもできるけど、それはしない&br()・ぱちおが2人の話を外に出さないんだったら僕も出さない&br()・まるが警察に話すことは問題ない&br()||[[&font(#DA1725){&icon_fa(fa fa-youtube-play)}ぱちお>>https://www.youtube.com/watch?v=d9rjYNy-c1I]]|
|22:05|まる|📞まるにイチカが手を引くと連絡してきた|果物の種については探し続けると話す|||
|22:11|種|&bold(){無馬がぱちおに「紫の種」を渡す}|・ぱちおに何を目的にこれをしているのか訊かれる&br()・ぱちおがどこまで足を踏み入れたいのかによると選択させる&br()&space(3)・「聞きます」とかなり踏み込んで来たため、条件を提示する&br()&space(3)① まるにも共有しない事、無馬とぱちおの間以上に出さないこと&br()&space(3)② 種を育ててもらう（まるにも隠さないといけない）&br()&space(3)・ぱちおが条件を飲んだ&br()&br()・&bold(){ぱちおに「種（紫）」を渡す}&br()&space(3)・種に種類がある事に驚いていた。無馬「知っちゃったね、また1つ」ぱち「想像の10倍20倍ぐらいですね」&br()・警察が頑張って探しているのはその種じゃない、その種じゃないから探されても問題ないんだよね&br()・今から警察が種を頑張って探しているのを、その種じゃないんだよな本当はって思いながら見続けなくちゃいけない&br()・後ろめたさを感じながら自分はこの紫を育てなくちゃいけない&br()・目的は「適性検査」。この種を無事に育てられる人間がいるかどうかを探している&br()・これからやろうとしている大きな計画に適任の人間がどれぐらいいるか、&br()&space(3)この街に不和を持ち込みたい時にその不和がどういう広がり方をするかみたいなのを調べたくてやっている&br()・例えば、1人に渡しただけでその情報がどう広がっていくのか、&br()&space(3)警察が本気で捜査をしようとした時にどういう風に捜査されているのか、&br()&space(3)救急隊に渡した時に警察に共有するかしないかとか&br()・明確な目的というより、どう広がって行くのかを僕は見たい&br()・こういう広げ方をすると、その中に「お！この人なかなか」みたいな人が見つかる、そういう人が見つかったら紫を渡す&br()・（ぱちおは）なかなかだねぇ&br()・守りたいものが守れなくなるようなことにはならない&br()・警察の動きを見れば、この話が伝わったかどうかもどうせ分かる&br()・「いやぁ期待できるなぁ」&br()&br()・紫の種持ちは（白と）同じ人数いる&br()・真島には種の持ち主を探せって言ったわけじゃない、「全部まるっと」って伝えてあるんだけどねぇ&br()・種は白市民に3人渡したとも言ってる&br()・色については言及していない&br()・白は簡単に見つかるような人にしか渡していない&br()・ももみから警察に共有されているとぱちおが答えた&br()・ももみは警察に言うだろうと思って渡している。きっかけになる人が必要&br()・警察へのメリット、約束通り真島が天秤に乗せたものに関しては素直に話すつもり&br()・どこまでも後出しができるから、向こうがどれだけ頑張れたかでこっちもどれだけ話そうかなぐらいの温度感で考えている&br()・紫も全部見つけたら必要以上に色んなことを教えてあげようと思う&br()・その花にも使い道があって、できるだけ多くの花が欲しい&br()・紫は未完成、品種改良したものの試作版&br()・無馬は組織だって動いていないのかと訊かれ、「無馬という組織」と答える&br()・また今度何が目的なのか、何が守りたいのか聞かせてよ&br()&br()（白があると紫が大事なものだと思うよね～僕は観測者にも嘘ついている）|||
|22:11|まる|まるがジョーカーに種持ちと察せられる|・植木鉢を見つけて面白半分で情報を流した&br()「なんか隠してない？接触された？」&br()・おいしい話があると接触はされた、受けるか受けないかのところ&br()・接触された白市民がいる&br()・知っている情報の探り合いをする&br()・警察が接触された人に事情聴取をしているらしい&br()・1人関わった人が出頭したことは知っている&br()・噂程度しか知らない&br()・ジョーカー「種の入手方法も知らないんだね？」まる「そう、だね…種？果物の種の話？」&br()・まちょのTwiXに加藤が反応した。知らないのかも&br()・ぱちおの心配をされた&br()・けんつは無馬と絶縁関係らしい&br()・けんつはここ2日で彼女の為にギャング入りを諦めた&br()・無馬が接触している人は白市民であり、黒に情報が行っていないらしい&br()・ジョーカーがSHIRAHAのメンツに植木鉢って知ってる？ときいたら全然知らなそうだったが、&br()&space(3)銭形は知ってそうだったらしい（まるが教えた）&br()&space(3)・銭形はバックにいる人物も知っていそうで天草だったらたどり着けると思うと言ったらしい&br()・「けんつが貰ってることを鑑みた時に…お話をね」&br()&br()・ぱちおから大至急話したいと連絡が入る&br()&br()ジョーカー「言葉気を付けた方がいいぞ」&br()&br()（銭形にはもう二度と秘密ごとは話さない）|||
|22:20|小峯|真島をからかう|・今日は書店に立って情報収集しなくていいのか？&br()・不自然な警察の市民交流をチクチクする|||
|22:28|無馬|無馬が命田隊長、ももみに接触|・もう知ってるっしょ？――知ってる&br()・警察に共有した？&br()&space(3)――無馬くんはもう全部知っている前提で話す。警察もある程度知ってんじゃないかな&br()&br()・ありがとねももみさん警察に共有してくれて――うん！ばいばーい|||
|22:34|無馬|無馬がSHIRAHAのイチカに接触|・なんかね、興味あるみたいな、心当たりある？後で連絡先教えてね|||
|22:49|無馬|無馬が[[ルーファス>ルーファス　ウィルキンズ]]に忠告|・イチカが危ない話に足を突っ込みかねていない、好奇心旺盛みたいですね&br()・僕は本人がその足を踏み出したいなら止めないですよ&br()・あの子に何かあったら、何があったかは聞いてくれたら話しますよ&br()・僕ね、ああいう何かを抱えながら危険に足を踏み込んじゃう人、嫌いじゃないんですよねぇ|||
|22:53|すずり🌱|🌱&bold(){すずりが「花」16個と種1個を収穫}||||
|22:54|警察|📞退勤中のぱちおを会議に呼び出す||||
|22:54|ぱちまる|ぱちおがまるに報告|・ぱちおは無馬に"ぱちおとまるの2人で共有したことはこれ以上口外しないでほしい"と言われた&br()・まるは無馬に"ぱちおが警察なのにまるの協力をしていることは言わないで欲しい"と頼んだ&br()&br()・まるに事情は説明できないが、花を1つ警察に渡したいと頼む&br()&space(3)・警察に無馬と話してくると共有してしまったが、無馬と長時間何を話していたのか、説明できない&br()&space(3)・無馬にまるとどういう関係か探られたことにし、まるが怪しいため、ぱちおが探ると報告することにする&br()&space(3)・花で警察の気をそらそうと考えたが、無馬のゲームの邪魔になると判断し、辞める&br()・まると話していたことにする&br()&br()「ぱちおの方が大変になっちゃった～」|||
|22:54|無馬|無馬が小峯にどこまで知っているか聞く|（小峯の見解）&br()・植木鉢というワードが街に出回っている&br()・街雄が言っていた&br()・警察が恐らくもうすでに何かやっていて、真島が結構関わっている&br()・偽札の調査をブラフとして大々的に調べている&br()・けんつが何か頼まれている感&br()・けんつにカマかけたら知ってますみたいな感じだった&br()&space(3)オーラが出ちゃってて…　無馬「で、加藤さんに共有した？」&br()・おじさんたちの共通見解：今回我々は何も知らされていないからかき乱そう&br()&br()・おじさんたちはもうちょっと後だね、登場するのは&br()・物語で言うと1～3章くらいある、1章。おじさんたちはかなり後だね、おのずと避けて通れない道にある&br()・昨日警察がわざわざ小峯の店に最近変わったことないですか？と聞きに来たらしい&br()・警察が何探ってるか見つけてみてよ|||
|23:00|種|デヤンスのセカンドチャンスの紫の種を北のコンビニに置く|・無馬の時間切れでデヤンスに会えず、待ち合わせした1054ガソスタコンビニの入り口に種を置いて就寝&br()・📞もし見つからなかったら言って|||
|~|デヤンス✖|デヤンスがセカンドチャンスの種を受け取り損ねた|無馬就寝15秒後に到着したが、置き配の種はなかった|||
|23:00|警察|&bold(){警察共有会議@味野家}|（皇帝・真島・るんるん・署長・ボイラ・えびす・メチャ南・まるん・味野・赤城・斎藤・ぺん・ぱちお）&br()&br()・救急隊のももみから「種」と「花」を供出されたことを共有&br()&space(3)・タブレットのCases内に保管&br()・SGPD情報共有チャットにももみの栽培過程の写真と観察記録を共有&br()&br()・退勤中のぱちおが遅れて参加&br()・けんつとすずりはカップル。すずりは無馬とアパート前でけんつについて話した&br()・ぺんが市長を呼んで来た。あと30分で市長就任4周年らしく、24:00に式典をすると急に共有された|||
|23:27|警察|&bold(){ぱちおの断罪}|（皇帝・真島・るんるん・署長・ボイラ・えびす・メチャ南・まるん・味野・赤城・斎藤・ぺん・ぱちお）&br()・ぱちおが無馬に呼び出され、まるとの交友関係について聞かれたと共有&br()・無馬が種をまるに渡した可能性があるため、まると話したが、何も話してくれなかったと報告&br()&br()・真島がそれは本当の話か？嘘を吐いていないかと指摘する&br()・真島がぱちおの秘密の共有を暴露&br()・「種」というワードをぱちおが使って確定させたのか、相手が言って確定したのか確認&br()・ぱちお「俺から出したよ、確定で種を持っていると思ったから、その人が」&br()・情報漏洩に当たると真島が断罪する&br()&br()・ぱちおの釈明&br()&space(3)・種を持っている人を確定しているが、その人は警察が知っていることを知った時点で、説得はできない。&br()&space(3)・今ぱちおが説得している段階&br()&space(3)・真島のペナルティを回避することに重きを置いている&br()&br()・名前を出してくれた方が署員が接触しなくて済むと説得しようとするが、&br()&space(3)「それは警察には無理、興味本位で聞きに行く人はいる」と拒否された。&br()・署長が勝手に動きすぎだとぱちおに指摘。&br()・その子の性格を加味して警察には普段通りに捜査をして欲しいと考えた。間違っていたならすみませんとぱちおが謝罪&br()&space(3)後々ぱちおが知っていたと判明して署員からぱちおに対する不信感を向けられることより、&br()&space(3)その子を説得するすることが最善で、真島のペナルティ回避に必要だと判断した&br()・（署長）それはぱちおの勝手でしょ？！みんなと足並みを揃えない行動をしているのが理解できない&br()・（皇帝）署員が足並みをそろえられないと思っていることを咎める&br()・（署長）「信じなきゃ意味ねぇだろ！！！なんで一枚岩になってねぇんだよ！！！」&br()&space(3)最善とか関係ない、お互いを信じて警察で一緒の方向を向いて解決していかないと意味ねぇだろと糾弾する&br()・（ぱちお）そもそも今回解決したい事件はなんですか？僕はそれが分かっていません。&br()&space(3)僕視点はみんなバラバラに動いているように見えます&br()&space(3)・種を見つけようと言っている人、人を見つけようと言っている人がいる。種を回収するのか？&br()・（皇帝）種が犯罪者が得をするもので、白市民が知らずに巻き込まれている、&br()&space(3)それを阻止する為に警察側で回収するのが目的。その後で真島の天秤の話が出た。&br()&space(3)・無馬が望む100点の答えが分からないため、3人を見つけ、種も回収できたら100点になるんじゃないか&br()・（ぱちお）真島にも確認したが、齟齬がある。種の回収も警察の総意なのか確認&br()・ももみから回収できたため、その会議が今回の会議だった&br()・（真島）皆で決めた約束を破ってまでぱちおだけに救ってもらおうなんて思わない&br()・ぱちおが署員を信用していない事を咎める&br()・ぱちお「信頼はしていますが、信用しきれてない部分があります」&br()・&bold(){ぱちおは「種」というワードを対象に漏らした。対象は確実に「種」を持っている。実際に「種」を見たことを供述}&br()・（まるん）まるとしか思えない&br()&br()・他の捜査情報の漏洩がないか確認。ぱちおは「「種」を持っているか？」しか言っていないと供述&br()・（皇帝）帆立との約束を破っているため看過できない&br()・ボイラの泣きの諭しが挟まる&br()&br()・署長が真島に相談したことを叱る&br()・ここまで追及されても、警察との約束よりペナルティがなさそうな対象者との約束を優先しているぱちおを署長が非難&br()&space(3)・警察の仲間を信用できなかったというぱちおの言葉にショックだと心情を訴える&br()・ボイラの泣きの諭しが挟まる&br()・脅されていないか確認するが、ぱちおの自己判断であると供述した&br()・&bold(){ぱちおを捜査から外す}&br()&br()ぱちおから信用していないと言われたことに重きを置く|※この街にパワーハラスメント防止措置義務はない&br()&br()※「種」は違法物ではない&br()※「種」の所持は違法ではない&br()※犯罪ではない行為の捜査&br()※8/23の会議では確定させるために「種」というワードは最終的に出していいとなっていた&br()※真島の情報漏洩から始まったゲームである&br()&br()※ぱちおは署員の市民へのやらかしの苦情をずっと内々で処理していた&br()※ぱちおはまるに種関連の他の捜査情報も漏洩している&br()※ぱちおは警察が知らない「紫の種」を直前に無馬に渡されている&br()※ぱちおは無馬に一番大事なえるなとまるの命を握られている&br()※4周年記念式典が直後にある&br()&br()全てRPである||
|23:16|まる|📞まるにイチカから苦情|・無馬さんが来たらしい&br()・言わないって言ったのにと嘆かれた&br()・イチカが言いそうだったから先に報告した、イチカが言わないと電話をかけてきたときにはもう時すでにお寿司&br()・イチカ経由で無馬さんが聞いていたら2人とも危なかった&br()・白市民にお仕事を渡している程度しか言っていないと伝えたら、全然いいよと言われたから大丈夫そうだと思った&br()・連絡先の交換だけして終わったらしい&br()・お互いの命の為に、お問い合わせが来るかもしれませんとだけ言った&br()・巻き込んでしまったことはごめん&br()・イチカ「まるが始めるってなったら教えて」まる「分かったよ、命に関わんなかったらいうかも」&br()&br()（ごめんなイチカ、こえぇから言えないんだ）|||
|23:30|けんつ🌱|🌱&bold(){けんつが紫の種を栽培}||||
|23:54|まる|まるが協力者のセイジに情報共有|・無馬は花が欲しいらしい&br()・ぱちおが協力者なのは伝えた&br()・ぱちおの方が大変になっちゃった&br()・ジョーカーの話を聞いたら、けんつが怪しい&br()・ジョーカーはもう1人種持ちを知っている&br()・イチカに言って痛い目を見た、言う人は気を付けないと圧をかけられる&br()・無馬は監視の下でやりたいようだ&br()・ベイトの可能性、セイジは以前無馬にボスにも言うなと頼まれてベイトの仕事をしたことがある&br()・花は欲しいようだったが、急いではいなかった&br()・今警察の会議をしていて、これからまるにヘイトが向くから、セイジに育ててもらう可能性がある&br()・花は増やしたいが、2,3日警察の動きを見たい&br()・花関係を探って、自分やまわりの命を守るために情報を得る&br()・セイジには全部話しているから共有する|||
|23:59|ぱちお|&bold(){ぱちおが「種」の捜査から外された}|（「ごめんね皆、ルイちゃんにとってこれが一番いいと思ったんだよ；；」）&br()・赤城「おつかれ」ぱちお「（涙声）すいません」|||
|24:00|警察|&bold(){警察共有会議 without ぱちお @味野家}|・滅論が植木鉢が買えることを新聞記事にした&br()・果物屋に犯罪に関係するものであるため、購入しないようにと看板を置くか否か&br()・アルタと滅論のメディアの統制&br()&br()・式典に市長が呼ばれたため中断&br()|||
|24:00 |市民|4周年記念式典＆流行語大賞|・警察会議から抜け出したぺんゆきやが1人で式典の警備をする。&br()・式典に参加した市民に花火ランチャーが配られた|当時の時世の理解のために記載||
|24:03|ぱちお|ぱちおが私物整理中に小峯が来署|・警察署の地下駐車場に小峯が入って来た|||
|~|ぱちお|ぱちおが赤城と話す|※赤城はぱちおがまるを大事にしている事を知っている。&br()・警察タブレットを赤城に渡す&br()・赤城「俺から追及することはないよ」&br()・危ない方向に行くのか訊かれた。危ない事にはいかない、この件で一番危ないのは真島のペナルティ&br()・真島もまるもどっちも大事だったんだよな、空回りしちゃったんだよなと気遣われた&br()・黒に行くのかと一応確認された。行かない&br()・「種」が押収物じゃない限り、汚職じゃない範囲で真島とその子の両方の為にできることをしようとした&br()・赤城に謝る&br()・警察を陥れるためにやったわけじゃないと理解を示してくれた&br()・署長は間違っていない、俺が間違っていることは理解している&br()・退職まで無線に入らず、赤城と行動することを提案された&br()・テーザー以外の警察の道具類を赤城に預ける&br()&br()（「最後にぱちおの闇が出ちまった、きれいに終わる予定だったのに…」）|||
|24:09|小峯|小峯とライアンが警察署を探検&盗み聞き|・植木鉢関連を探り中&br()・赤城がぱちおと話している声を盗み聞き（赤城の声だけ聞こえる）&br()・ぱちおが今月まで…、一緒に動こう…、無線2人でもいい…、ぱちおからはしにくい…&br()&space(3)あと少しなんだからやり切りな…真島も辛かったんじゃない？知ってて…&br()&br()・情報をつなぎ合わせる&br()・嫌な情報投げ込んでぐちゃぐちゃにしたいなぁ|||
|24:17|警察|赤城から署長に報告|・会議後ぱちおに呼ばれたえびすに署長が「敵か味方かわかんないから用心して」と声をかけ、&br()&space(3)言い過ぎだと署員に非難された&br()・ぱちおがもう今後出勤しないと言っていたため、ぱちおが出勤した際は赤城がバディになる&br()・赤城も種の件には関わらない|||
