&font(#aaa,11px){編集ページ：[[捌木　たいたい/配信アーカイブ]]}

#div(width=200px,bgcolor=#FCF16E){&size(17){&font(b,#666666){　SEASON 1}}}
***&underdot(#f3e4bc,3px){2025年}
#region(開く)
#region(5月)&bold(){5月}
#areaedit()
#table_style(head=center:#FCF16E){配信日=right,#=center}
|~配信日|~#|~配信タイトル|~備考|h
|8/7|45|[[新たな世界へ。海上レストラン主催ボートレースや！DAY45>>https://m.youtube.com/watch?v=DaxoC3twnzY]]||
|8/8|46|[[新たな世界へ。明日のロスリンピックのレース練習しなければ！DAY46>>https://m.youtube.com/watch?v=ezs8_rTH6VA]]||
|8/9|47|[[新たな世界へ。ロスリンピック出場！優勝目指す！DAY47>>https://m.youtube.com/watch?v=lj9b5xI6ThE]]||
|8/10|48|[[新たな世界へ。昨日の悔しさをバネに自分磨き。ほろ酔い。DAY48>>https://m.youtube.com/watch?v=L5iAyw-PzZ8]]||
|8/13|49|[[新たな世界へ。上田さんと裁判。DAY49>>https://m.youtube.com/watch?v=3otatDrjQ0Y]]||
|8/14|50|[[恐怖の白市民生活開始。DAY50>>https://m.youtube.com/watch?v=BxwbTcP4SBM]]||
|8/15|51|[[恐怖の白市民生活。警察官にあこがれはじめる捌木。DAY51>>https://m.youtube.com/watch?v=6pwuVzflqfE]]||
|8/16|52|[[恐怖の白市民生活。本日はシャンプロイベント！DAY52>>https://m.youtube.com/watch?v=C9uUMVqeYCE&pp=0gcJCU0KAYcqIYzv]]||
|8/17|53|[[恐怖の白市民生活。メカニックぶちぎれ案件進行中。DAY53>>https://m.youtube.com/watch?v=gpNh1PEhgow&pp=0gcJCU0KAYcqIYzv]]||
|8/19|54|[[恐怖の白市民生活。ベストカップル選手権の結果やいかに。DAY54>>https://m.youtube.com/watch?v=CAiseyiBRdA]]||
|8/20|55|[[恐怖の白市民生活。BMCレース＆西サントス抗争！DAY55>>https://m.youtube.com/watch?v=7zmQ5JgglWs]]||
|8/21|56|[[恐怖の白市民生活。ふぁ～部メンバーの初舞台見届けるよ！DAY56>>https://m.youtube.com/watch?v=-pMhoNGTXuA]]||
|8/22|57|[[警官志望白市民生活。サバゲ―大会初出場！がんばるしかない！DAY57>>https://m.youtube.com/watch?v=SfQL75KZP5Y]]||
|8/24|58|[[警官志望白市民生活。本日はオオカミ合コン！素敵な出会いがありますように。DAY58>>https://m.youtube.com/watch?v=wxKwv5591lI]]||
|8/26|59|[[警官志望白市民生活。念願の警察車両を乗り回せるらしい！9055レースも！DAY59>>https://m.youtube.com/watch?v=XcIQgXW1-h4]]||
|8/27|60|[[警官志望白市民生活。同期の卒業ライブ＆3周年パレード！楽しむぞ！DAY60>>https://m.youtube.com/watch?v=RzEg9oTxNig]]||
|8/28|61|[[警官志望白市民生活。今日は上田ギャングとの抗争！9055全員で立ち向かうぞ！DAY61>>https://m.youtube.com/watch?v=OEOGOC3mLq0]]||
#table_sorter{even=#F7F7F7,odd=fff}
#areaedit(end)
#endregion
//
#region(9月)&bold(){9月}
#areaedit()
#table_style(head=center:#FCF16E){配信日=right,#=center}
|~配信日|~#|~配信タイトル|~備考|h
|9/5|62|[[警官志望白市民生活。久々の起床。浦島太郎状態です。DAY62>>https://m.youtube.com/watch?v=4Y8TEmTpkF8]]||
|9/6|63|[[警官志望白市民生活。今日は決断の日。DAY63>>https://m.youtube.com/watch?v=BlfOBC2qNL0]]||
|9/7|64|[[えるな社長に真剣なお話をしました。警官志望白市民生活。例の話はどうなったのか。DAY64>>https://m.youtube.com/watch?v=_sRIpjPip18]]||
|9/9|65|[[ピエロ大量発生でパニック！？新メカニック設立へ。DAY65>>https://m.youtube.com/watch?v=uv-cxAFywVo]]||
|9/10|66|[[今日世界が終わるらしい。新メカニック設立へ。DAY66>>https://m.youtube.com/watch?v=hj3-jvy1eHY]]||
|9/11|67|[[マクドナルド杯運営！ふぁ～部のメンバー増員！？最近毎日濃すぎる。新メカニック設立へ。DAY67>>https://m.youtube.com/watch?v=1jqf0b4ubGk]]||
|9/12|68|[[街でよからぬ噂が流れているらしい。最近毎日濃すぎる。新メカニック設立へ。DAY68>>https://m.youtube.com/watch?v=J_puFqV4tc0]]||
|9/13|69|[[警察志望、高難易度ミッションに挑む。最近毎日濃すぎる。新メカニック設立へ。DAY69>>https://m.youtube.com/watch?v=k71V6NxkY8I]]||
|9/14|70|[[今日、この街の運命が決まる。守り抜くぞ！新メカニック設立へ。DAY70>>https://m.youtube.com/watch?v=-L-ySuQVPhc]]||
|9/16|71|[[この街のストーリーがまた進んだらしい。命を懸けて大切な人達を守る！新メカ設立はどうなる？DAY71>>https://m.youtube.com/watch?v=MoqFtTt7yLs]]||
|9/17|72|[[警察志望白市民生活。イベントサークル大イベント！今日も世界が終わりかける。DAY72>>https://m.youtube.com/watch?v=l-LNroWzqVw]]||
|9/18|73|[[警察志望白市民生活。戦うメカニック、いきます。DAY73>>https://m.youtube.com/watch?v=vYwXK1qSetk]]||
|9/19|74|[[〇〇から告白される捌木。大切な存在を考える。ふぁ～部で難関ミッションへ！DAY74>>https://m.youtube.com/watch?v=t__DTVFzSQg&pp=0gcJCR4Bo7VqN5tD]]||
|9/20|75|[[突然考える事が増えました。DAY75>>https://m.youtube.com/watch?v=c-KHt0Zdc6M]]||
|9/21|76|[[みんな笑顔で明日を迎えるために。最終決戦。DAY76>>https://m.youtube.com/watch?v=urR-aYX50wc]]||
#table_sorter{even=#F7F7F7,odd=fff}
#areaedit(end)
#endregion
#endregion(S1)

#div(width=200px,bgcolor=#FCF16E){&size(17){&font(b,#666666){　SEASON 2}}}
***&underdot(#f3e4bc,3px){2025年}
#region(12月)&bold(){12月}
#areaedit()
#table_style(head=center:#FCF16E){配信日=right,#=center}
|~配信日|~#|~配信タイトル|~備考|h
|12/19|1|[[捌木たいたい、新たな世界へ。DAY1>>https://m.youtube.com/watch?v=yVT1lmHCPd4]]||
|12/24|2|[[捌木たいたい、金稼ぐ。DAY2>>https://m.youtube.com/watch?v=ik7WGN-N5ZM]]||
|12/28|3|[[捌木たいたい、効率の良い稼ぎ方を探します。DAY3>>https://m.youtube.com/watch?v=cLn5rqdqPRs]]||
|12/31|4|[[プレゼントで一文無しになった捌木たいたい、働く。DAY4>>https://m.youtube.com/watch?v=GEzUdRa38s0]]||
#table_sorter{even=#F7F7F7,odd=fff}
#areaedit(end)
#endregion
***&underdot(#f3e4bc,3px){2026年}
#region(開く,open)
#region(1月)&bold(){1月}
#areaedit()
#table_style(head=center:#FCF16E){配信日=right,#=center}
|~配信日|~#|~配信タイトル|~備考|h
|1/4|5|[[そろそろ警察体験はじまるのか...？DAY5>>https://m.youtube.com/watch?v=JyhLSz1NwV4]]||
|1/9|6|[[バイトと情報集め。DAY6>>https://m.youtube.com/watch?v=BaReUhBnG8k]]||
|1/10|7|[[新車が出回ってるらしい。DAY7>>https://m.youtube.com/watch?v=lOt6bGqRirQ&pp=0gcJCTIBo7VqN5tD]]||
|1/11|8|[[新店舗開店するらしい。メカニックの候補地も見たい。DAY8>>https://m.youtube.com/watch?v=j1DlepXnIlg]]||
|1/16|9|[[メカニックどうなったんだ...DAY9>>https://m.youtube.com/watch?v=RrNGB3r1B1U]]||
|1/17|10|[[お金を溶かしました。DAY10>>https://m.youtube.com/watch?v=1kJvmVHrlWY]]||
|1/18|11|[[レースを開催したい！DAY11>>https://m.youtube.com/watch?v=mobUvscypFc&pp=0gcJCYcKAYcqIYzv]]||
|1/21|12|[[レースが新しくなったらしい！走るぞ！DAY12>>https://m.youtube.com/watch?v=e264UQrYD_E]]||
|1/22|13|[[今日は9055の市長面談！社長頼んだ！DAY13>>https://m.youtube.com/watch?v=5DEfzSG4pfM]]||
|1/24|14|[[飲食体験したいたいDAY14>>https://m.youtube.com/watch?v=UhBtzy8imKk]]||
|1/25|15|[[10分で800万失った男DAY15>>https://m.youtube.com/watch?v=VHJKvQSGgPI]]||
|1/28|16|[[海上レストランそろそろか？メカニックの進捗確認も！DAY16>>https://m.youtube.com/watch?v=khQAWyWfIe4]]||
|1/29|17|[[今日はどうしても見に行きたいイベントがある！DAY17>>https://m.youtube.com/watch?v=zLj77zj81JQ]]||
|1/31|18|[[車の為に貯金をせねば。DAY18>>https://m.youtube.com/watch?v=WbPItTcBicE&pp=0gcJCYcKAYcqIYzv]]||
#table_sorter{even=#F7F7F7,odd=fff}
#areaedit(end)
#endregion
#region(2月)&bold(){2月}
#areaedit()
#table_style(head=center:#FCF16E){配信日=right,#=center}
|~配信日|~#|~配信タイトル|~備考|h
|2/1|19|[[ジャックスから救急隊合格メソッドを授かる捌木。DAY19>>https://m.youtube.com/watch?v=ZPH9GYW-ESs]]||
|2/4|20|[[ジャックス式救急隊メソッドはよDAY20>>https://m.youtube.com/watch?v=zBoBPG9wSiE&pp=0gcJCYcKAYcqIYzv]]||
|2/7|21|[[今日も警察体験を待ちながら貯金をする。DAY21>>https://m.youtube.com/watch?v=Xhq99Ofi3_g]]||
|2/12|22|[[海上レストランもうそろそろですか。レース練習も！DAY22>>https://m.youtube.com/watch?v=HJoU3-JWoIA]]||
|2/15|23|[[バレンタインデー2日目！DAY23>>https://m.youtube.com/watch?v=ppJ9IzSzTIk&pp=0gcJCaIKAYcqIYzv]]||
|2/25|24|[[メカニック立ち上げ＆レース楽しむ！DAY24>>https://m.youtube.com/watch?v=bflKrpHYi64]]||
|2/26|25|[[昨日できなかったレースやりたい！DAY25>>https://m.youtube.com/watch?v=l1B4d6hNAmQ]]||
|2/27|26|[[同期の恋愛事情をさぐる。DAY26>>https://m.youtube.com/watch?v=ACNoR6tzY_U]]||
|2/28|27|[[お金を稼ぐだけの日。DAY27>>https://m.youtube.com/watch?v=e5lGe3vMceg]]||
#table_sorter{even=#F7F7F7,odd=fff}
#areaedit(end)
#endregion
#region(3月)&bold(){3月}
#areaedit()
#table_style(head=center:#FCF16E){配信日=right,#=center}
|~配信日|~#|~配信タイトル|~備考|h
|3/1|28|[[ジャックス式救急隊合格メソッド＆モンプロ企画の規模がでかくなってきて焦る捌木。DAY28>>https://m.youtube.com/watch?v=la5ZUbdHlNo]]||
|3/5|29|[[超遅番！２時間で出来るだけ稼ぐ捌木。DAY29>>https://www.youtube.com/live/lV5SsvKKOVk?si=HTQ_oY6Q6Kec8Z8T]]||
|3/6|30|[[観測者にうれしいお知らせ！捌木！始動！>>https://www.youtube.com/live/0bn01ohvfOE?si=Eq5_UDcDWJpCgaBg]]||
|3/7|31|[[新メカニックのために金を稼ぐ捌木。DAY31>https://www.youtube.com/live/a2Mf4GJIo_g?si=nka1blP2BX50aCx-]]||
|3/8|32|[[ジャックス試練＆無断転載裁判。今日は忙しい捌木。DAY32>>https://www.youtube.com/live/u7tuvXUpVHE?si=ZOtKhK9P2mAgSkdi]]||
|3/11|33|[[亀山Heroに無断転載で訴えられる捌木。DAY33>>https://www.youtube.com/live/uGUC4_kDg1Y?si=MA81jDe_BKhyfpyA]]||
|3/12|34|[[念願の警察体験期間スタート！先輩方に色々教わる。DAY34>>https://www.youtube.com/live/kLHOgqq1fT0?si=bnq-18Sb3BLXekzv]]||
|3/13|35|[[１ヶ月準備してきたWデート企画！協力してくれたみんなありがとう！DAY35>https://www.youtube.com/live/AvoVizOv3EM?si=dTvUgrS9lyVZ975j]]||
|3/14|36|[[遅番！明日警察体験なのでルナの立ち上げお手伝い！DAY36>>https://www.youtube.com/live/YkSd_suWeHQ?si=L_RlmDoXYQ_og3v0]]||
|3/15|37|[[警察体験２日目！今日は出勤人数多いはず。DAY37>>https://www.youtube.com/live/LbzL1RIQGgI?si=Z7YgAIpEYDMUHNP9]]||
|3/18|38|[[警察体験３日目！今日こそ犯人逮捕！ルナガレージもグランドオープン！DAY38>>https://www.youtube.com/live/Y8fYgTQ_NHw?si=BSs8noWpX2pyFqp5]]||
|3/20|39|[[白市民生活を楽しむ！ルナガレで働く捌木。DAY39>>https://www.youtube.com/live/QGS5UYQb7_8?si=QOtfmQdLslkInnlg]]||
|3/21|40|[[今日は禊デイ！体験さん達を指導します！DAY40>>https://www.youtube.com/live/cA2kpE250jg?si=Z4GxW5nz0-E5A1Zw]]||
|3/22|41|[[警察体験中なのに悪いウワサが広がり焦る捌木。DAY41>>https://www.youtube.com/live/q6NSu7Wm_Vo?si=WjdR1P4AJ_IyKTre]]||
|3/28|42|[[レースの時代が来たらしい。DAY42>>https://www.youtube.com/live/V1-QXfpMbMU?si=VhHHhoiShkrGquA8]]||
#table_sorter{even=#F7F7F7,odd=fff}
#areaedit(end)
#endregion
#region(4月)&bold(){4月}
#areaedit()
#table_style(head=center:#FCF16E){配信日=right,#=center}
|~配信日|~#|~配信タイトルメカニック生活を楽しむ|~備考|h
|4/2|43|[[メカニックで働きながらレースの腕をあげたい捌木。DAY43>>https://www.youtube.com/live/8grYWepUqnU?si=rpPjK49Pqnc93d8n]]||
|4/3|44|[[ルナガレージの平和を取り戻す予定の捌木。DAY44>>https://www.youtube.com/live/pS_jj1BkZYY?si=JJZsUVhqp-wxQrJD]]||
|4/4|45|[[同期がメカニック立ち上げる！祝福する捌木。DAY45>>https://www.youtube.com/live/_gzfeiORsh4?si=JG0J3wQA5t83KqRy]]||
|4/5|46|[[メカニック内の内部崩壊を止めようとする捌木。DAY46>https://www.youtube.com/live/qtKHCLxNm-o?si=2aXWqipCi0dNzQ2w]]||
|4/8|47|[[最近色々あったルナガレ会議に参加する捌木。DAY47>>https://www.youtube.com/live/3Ejx5U8-Drs?si=v8px_fJ9GKVfasSR]]||
|4/9|48|[[意外と忙しいメカニックに出勤してしまう捌木。DAY48>https://www.youtube.com/live/2HA0Y4OfLd0?si=5JzWcKf-JN5ck6sc]]||
|4/10|49|[[１週間旅行前日のメカニック生活を送る捌木。DAY49>>https://www.youtube.com/live/D5aHAD9Fi0M?si=hnJWdjCZrH4XhS81]]||
|4/11|50|[[DAY50>https://www.youtube.com/live/2o5n3WIgGjU?si=TTGlMOysVjxxAGx4]]|♯DoZと同枠|
|4/12|51|[[DAY51>https://www.youtube.com/live/Fi1KV_mu83I?si=yG4al_qwUycdreWi]]|♯DoZと同枠|
|4/15|52|[[DAY52>https://www.youtube.com/live/OLhsQAM82f8?si=oh7MZJh74LWwZIQd]]|♯DoZと同枠|
|4/16|53|[[念願の警察体験4日目の捌木。>https://www.youtube.com/live/BgCpzKjliVc?si=u1KpN-G3yJGthrPS]]||
|4/16|53|[[DAY53>https://www.youtube.com/live/_TCr9xEOvOg?si=WgpBzz2nwnebKQ72]]（後）|♯DoZと同枠|
|4/17|54|[[DAY54>https://www.youtube.com/live/gGZ-4-wNluA?si=w-yzxCVs7LfB-QDj]]|♯DoZと同枠|
|4/22|55|[[久々の白市民生活、なにか変わってるかな。 DAY55>>https://www.youtube.com/live/IGgrmKdAHA8?si=24JAXZSX2oKqE_Iz]]||
|4/23|56|[[警察体験最終日！悔いの残らないように。 DAY56>>https://www.youtube.com/live/BbAnYIqsB0s?si=c2QqGUlWGVdZkuRZ]]||
|4/24|57|[[警察体験終了！メカニックする捌木。 DAY57>>https://www.youtube.com/live/KxWLD9bLvKY?si=TsPwJlAdw7URslnW]]||
#table_sorter{even=#F7F7F7,odd=fff}
#areaedit(end)
#endregion
#region(5月)&bold(){5月}
#areaedit()
#table_style(head=center:#FCF16E){配信日=right,#=center}
|~配信日|~#|~配信タイトル|~備考|h
|5/7|58|[[親友の晴れ舞台を目に焼き付けるだけのサイレント捌木。 DAY58>>https://www.youtube.com/live/c-0zTYfeJKU?si=14K9n8IYUyEzGqQ2]]||
|5/9|59|[[この街に来て1周年の捌木。 DAY59>>https://www.youtube.com/live/gW50Ne7ei0E?si=wRR0fzVbyxa1WePB]]||
|5/13|60|[[ついに警察の合否でた！DAY60>>https://www.youtube.com/live/XXRrfaUWsWY?si=aBVKvFBHwtDIHkTk]]||
|5/15|61|[[目標を見失ってさまよう捌木。 DAY61>>https://www.youtube.com/live/XRMWR04pOa0?si=x6YCg6qTACKOhGQa]]||
|5/16|62|[[目標を見失ってさまよう捌木。なにをすればいいのか。 DAY62>>https://www.youtube.com/live/Nuno63seKLE?si=k4nBjrbaNONCap8B]]||
|5/17|63|[[遅起き。親友のサッカー大会の結果を確かめる捌木。 DAY63>>https://www.youtube.com/live/_XV5pPi2BYc?si=Y7ssIFi2AashGXx6]]||
|5/20|64|[[警察を再び目指すのか迷う捌木。 DAY64>>https://www.youtube.com/live/qH6Oln_Z5qo?si=27jREDiSxWzQiR53]]||
|5/21|65|[[警察への憧れを見失いつつある捌木。 DAY65>>https://www.youtube.com/live/ZU3Lx_dsSvU?si=f9-L7mqVvGud-LGy]]||
|5/22|66|[[自分に正直になれ。捌木。 DAY66>>https://www.youtube.com/live/a_cRoL6hzjI?si=5eC48RVNG3ArjYpV]]||
|5/23|67|[[超遅番捌木。 DAY67>>https://www.youtube.com/live/dZ5DcF8O5D4?si=K3CBarE1wT2tQDrf]]||
|5/27|68|[[メカニックが盛り上がってる！ DAY68>>https://www.youtube.com/live/866ecdO7Uu0?si=9PO4jbPlMpdgilg8]]||
|5/30|69|[[メカニックレースを盛り上げる捌木。 DAY69>>https://www.youtube.com/live/gLUc4jYCQsA?si=IgmjRNtMek_SMva1]]||
|5/31|70|[[メカニック体験が増えたらしい。DAY70>>https://www.youtube.com/live/WJAbB_o-Bcs?si=dmRPFgM9tyTvn45R]]||
#table_sorter{even=#F7F7F7,odd=fff}
#areaedit(end)
#endregion
//
#region(6月)&bold(){6月}
#areaedit()
#table_style(head=center:#FCF16E){配信日=right,#=center}
|~配信日|~#|~配信タイトル|~備考|h
|6/3|71|[[同期の１周年ラッシュで時の流れを感じる捌木。DAY71>>https://www.youtube.com/live/d0i0fcEDd0I?si=FO3ogTworrqwkpYF]]||
|6/4|72|[[とりあえず楽しく過ごす捌木。DAY72>>https://www.youtube.com/live/HuPEBk43D-U?si=Du9LpwmoauJbGJtU]]||
|6/5|73|[[タクシー運転手をやりたい捌木。眠くなったら寝る。DAY73>>https://www.youtube.com/live/kGGN4f1I4W0?si=BZyI0Oj2Ah9qhQgV]]||
|6/7|74|[[タクシー運転手をやりたい捌木。DAY74>>https://www.youtube.com/live/jvFShiWoanc?si=5K9GvEzTzU_Sy5cF]]||
|6/10|75|[[同期のレース熱に動揺を隠せない捌木。DAY75>>https://www.youtube.com/live/8J6nvUe-o1s?si=9T6bUe2yLvslqPf0]]||
|6/11|76|[[同期大量起床の予感。こみ蔵を応援する捌木。DAY76>>https://www.youtube.com/live/NMoqAzsPokE?si=d8Hc-B7m8D025Hgy]]||
|6/12|77|[[シーズン１の起床日超えた！タクシーを体験してみた捌木。DAY77>>https://www.youtube.com/live/kIhz0GxsgCQ?si=_5uj3RxY83mFauEZ]]||
|6/13|78|[[ルナガレの新社宅に興奮する捌木。DAY78>>https://www.youtube.com/live/M20TLJJipkc?si=4FKDa_f-9X3E0vtE]]||
|6/14|79|[[友人の結婚式に参列する捌木。DAY79>>https://www.youtube.com/live/7S1u2Ya0ir0?si=K-4Xteazcy4S8FiD]]||
|6/17|80|[[家出した猫を見守る捌木。DAY80>>https://www.youtube.com/live/Fmoop1jtPK4?si=zIs9qtaackbkR5Qx]]||
|6/18|81|[[ルナガレージが大きく変わるらしく楽しみな捌木。DAY81>>https://www.youtube.com/live/KVzWFRbe6qs?si=wgPFEpWbfEFdlVKD]]||
|6/19|82|[[バチ公との時間を大切にしたい捌木。DAY82>>https://www.youtube.com/live/8efLDHYYhcg?si=oBjgiWUUomg527Q-]]||
|6/21|83|[[親友の旅立ちを乗り越える捌木。DAY83>>https://www.youtube.com/live/zpmnJjA_Ksw?si=WrabRYt0zWCEOPrJ]]||
|6/24|84|[[ルナガレージが大荒れして困る捌木。DAY84>>https://www.youtube.com/live/xnjOBZ9BawM?si=p3lkPAUkFTtPlo6x]]||
|6/25|85|[[指名手配者のはずがないゆちゃめろでぃを調査する捌木。DAY85>https://www.youtube.com/live/VRZ_PSos3N8?si=-Wkjx5_BoyvkFHky]]||
|6/26|86|[[ゆちゃめろでぃが犯罪に巻き込まれている証拠を手に入れたい捌木。DAY86>>https://www.youtube.com/live/N2cmUKR_UG0?si=COmhVfxn-WxS4_HD]]||
